Layer, Type, Ni, inW, inH, No, outW, outH, Ni/G, dataflowType, preFetch, preFetchAlign, procSize, inPlaneSize, dmaFreq, dmaFreqWt, kernelFreq, In-Read-memSpace, In-Read-accessor, In-Read-pitch, In-Read-width, In-Read-height, In-Read-size, In-Read-accessOffset, In-Read-baseAddress, In-Write-memSpace, In-Write-accessor, In-Write-pitch, In-Write-width, In-Write-height, In-Write-size, In-Write-accessOffset, In-Write-baseAddress, Out-Read-memSpace, Out-Read-accessor, Out-Read-pitch, Out-Read-width, Out-Read-height, Out-Read-size, Out-Read-accessOffset, Out-Read-baseAddress, Out-Write-memSpace, Out-Write-accessor, Out-Write-pitch, Out-Write-width, Out-Write-height, Out-Write-size, Out-Write-accessOffset, Out-Write-baseAddress, Wt-Read-memSpace, Wt-Read-accessor, Wt-Read-pitch, Wt-Read-width, Wt-Read-height, Wt-Read-size, Wt-Read-accessOffset, Wt-Read-baseAddress, Wt-Write-memSpace, Wt-Write-accessor, Wt-Write-pitch, Wt-Write-width, Wt-Write-height, Wt-Write-size, Wt-Write-accessOffset, Wt-Write-baseAddress, Wt-Oneshot-memSpace, Wt-Oneshot-accessor, Wt-Oneshot-pitch, Wt-Oneshot-width, Wt-Oneshot-height, Wt-Oneshot-size, Wt-Oneshot-accessOffset, Wt-Oneshot-baseAddress, 
 88, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 0, 0, 676, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45184, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 2d100, ,,,,,,,, MSMC, DMA, 64, 64, 64, 4480, 0, a080, ,,,,,,,, 
 92, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 54, 64, 612, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45824, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 2d100, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, a080, ,,,,,,,, 
 85, TIDL_ConvolutionLayer, 128, 26, 26, 64, 26, 26, 128, ROW_L, 0, 0, 676, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 128, 90240, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, d700, ,,,,,,,, MSMC, DMA, 192, 128, 64, 12672, 0, a080, ,,,,,,,, 
 94, TIDL_ConcatLayer, 128, 26, 26, 128, 26, 26, 128,  COL, 0, 0, 676, 676, 2, 0, 2,,,,,,,,, L2, DMA, 728, 728, 128, 93184, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 128, 90112, 0, 18780, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 95, TIDL_ConvolutionLayer, 128, 26, 26, 128, 26, 26, 128, ROW_L, 0, 0, 676, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 128, 90240, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 128, 90112, 0, a080, ,,,,,,,, MSMC, DMA, 192, 128, 128, 25344, 0, 2e780, ,,,,,,,, 
 97, TIDL_ConvolutionLayer, 128, 26, 26, 64, 26, 26, 128, ROW_L, 0, 0, 676, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 128, 90240, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 20080, ,,,,,,,, MSMC, DMA, 192, 128, 64, 12672, 0, 2b080, ,,,,,,,, 
 100, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 54, 64, 612, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45824, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 34200, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 2b080, ,,,,,,,, 
 104, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 54, 64, 612, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45824, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 34200, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 2b080, ,,,,,,,, 
 108, TIDL_ConvolutionLayer, 64, 26, 26, 1, 26, 26, 64, ROW_L, 0, 0, 1352, 1352, 1, 1, 1,,,,,,,,, L2, DMA, 1472, 1472, 64, 94336, 0, 0, ,,,,,,,, MSMC, CPU, 1472, 1352, 1, 1536, 0, 2b180, ,,,,,,,, MSMC, DMA, 192, 128, 1, 256, 0, 2b080, ,,,,,,,, 
 99, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 54, 64, 612, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45824, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 20080, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 2b780, ,,,,,,,, 
 103, TIDL_ConvolutionLayer, 64, 26, 26, 64, 26, 26, 64, ROW_L, 54, 64, 612, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 64, 45824, 0, 0, ,,,,,,,, MSMC, CPU, 704, 676, 64, 45056, 0, 20080, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 2b780, ,,,,,,,, 
 106, TIDL_ConvolutionLayer, 64, 26, 26, 1, 26, 26, 64, ROW_L, 0, 0, 1352, 1352, 1, 1, 1,,,,,,,,, L2, DMA, 1472, 1472, 64, 94336, 0, 0, ,,,,,,,, MSMC, CPU, 1472, 1352, 1, 1536, 0, 2b780, ,,,,,,,, MSMC, DMA, 192, 128, 1, 256, 0, 2b080, ,,,,,,,, 
 107, TIDL_ConvolutionLayer, 64, 26, 26, 4, 26, 26, 64, ROW_L, 0, 0, 1352, 1352, 1, 1, 1,,,,,,,,, L2, DMA, 1472, 1472, 64, 94336, 0, 0, ,,,,,,,, MSMC, CPU, 1472, 1352, 4, 5888, 0, 2c100, ,,,,,,,, MSMC, DMA, 192, 128, 4, 896, 0, 2bd80, ,,,,,,,, 
 110, TIDL_ConcatLayer, 6, 26, 26, 6, 26, 26, 6,  COL, 0, 0, 1352, 1352, 6, 0, 6,,,,,,,,, L2, DMA, 1482, 1482, 2, 3072, 0, 0, ,,,,,,,, MSMC, CPU, 1472, 1352, 6, 8832, 0, 20080, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 96, TIDL_ConvolutionLayer, 128, 26, 26, 128, 13, 13, 128, ROW_L, 26, 26, 650, 676, 1, 1, 1,,,,,,,,, L2, DMA, 704, 704, 128, 90880, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 128, 24576, 0, 22300, ,,,,,,,, MSMC, DMA, 1216, 1152, 128, 156416, 0, 4a080, ,,,,,,,, 
 98, TIDL_ConcatLayer, 256, 13, 13, 256, 13, 13, 256,  COL, 0, 0, 169, 169, 2, 0, 2,,,,,,,,, L2, DMA, 325, 325, 256, 83200, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 256, 49152, 0, a080, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 101, TIDL_ConvolutionLayer, 256, 13, 13, 128, 13, 13, 256, ROW_L, 0, 0, 169, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49280, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 128, 24576, 0, 0, ,,,,,,,, MSMC, DMA, 320, 256, 128, 41728, 0, 22300, ,,,,,,,, 
 105, TIDL_ConvolutionLayer, 128, 13, 13, 128, 13, 13, 128, ROW_L, 0, 0, 169, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 128, 24704, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 128, 24576, 0, 0, ,,,,,,,, MSMC, DMA, 192, 128, 128, 25344, 0, 16080, ,,,,,,,, 
 109, TIDL_ConvolutionLayer, 128, 13, 13, 128, 13, 13, 128, ROW_L, 28, 32, 137, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 128, 24832, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 128, 24576, 0, 0, ,,,,,,,, MSMC, DMA, 1216, 1152, 128, 156416, 0, 4a080, ,,,,,,,, 
 102, TIDL_ConvolutionLayer, 256, 13, 13, 128, 13, 13, 256, ROW_L, 0, 0, 169, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49280, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 128, 24576, 0, c000, ,,,,,,,, MSMC, DMA, 320, 256, 128, 41728, 0, 22300, ,,,,,,,, 
 111, TIDL_ConcatLayer, 256, 13, 13, 256, 13, 13, 256,  COL, 0, 0, 169, 169, 2, 0, 2,,,,,,,,, L2, DMA, 195, 195, 256, 49920, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 256, 49152, 0, 0, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 112, TIDL_ConvolutionLayer, 256, 13, 13, 256, 13, 13, 256, ROW_L, 0, 0, 169, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49280, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 256, 49152, 0, 0, ,,,,,,,, MSMC, DMA, 320, 256, 256, 83456, 0, 22300, ,,,,,,,, 
 113, TIDL_ConvolutionLayer, 256, 13, 13, 64, 13, 13, 256, ROW_L, 0, 0, 169, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49280, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 64, 12288, 0, 0, ,,,,,,,, MSMC, DMA, 320, 256, 64, 20864, 0, c000, ,,,,,,,, 
 115, TIDL_ConvolutionLayer, 64, 13, 13, 64, 13, 13, 64, ROW_L, 28, 32, 137, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 64, 12544, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 64, 12288, 0, c180, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 3000, ,,,,,,,, 
 117, TIDL_ConvolutionLayer, 64, 13, 13, 64, 13, 13, 64, ROW_L, 28, 32, 137, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 64, 12544, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 64, 12288, 0, c180, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 3000, ,,,,,,,, 
 120, TIDL_ConvolutionLayer, 64, 13, 13, 1, 13, 13, 64, ROW_L, 0, 0, 338, 338, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 64, 28800, 0, 0, ,,,,,,,, MSMC, CPU, 448, 338, 1, 512, 0, 3000, ,,,,,,,, MSMC, DMA, 192, 128, 1, 256, 0, 3200, ,,,,,,,, 
 114, TIDL_ConvolutionLayer, 64, 13, 13, 64, 13, 13, 64, ROW_L, 28, 32, 137, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 64, 12544, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 64, 12288, 0, 0, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 3200, ,,,,,,,, 
 116, TIDL_ConvolutionLayer, 64, 13, 13, 64, 13, 13, 64, ROW_L, 28, 32, 137, 169, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 64, 12544, 0, 0, ,,,,,,,, MSMC, CPU, 192, 169, 64, 12288, 0, 0, ,,,,,,,, MSMC, DMA, 576, 576, 64, 37248, 0, 3200, ,,,,,,,, 
 118, TIDL_ConvolutionLayer, 64, 13, 13, 1, 13, 13, 64, ROW_L, 0, 0, 338, 338, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 64, 28800, 0, 0, ,,,,,,,, MSMC, CPU, 448, 338, 1, 512, 0, 3200, ,,,,,,,, MSMC, DMA, 192, 128, 1, 256, 0, 3400, ,,,,,,,, 
 119, TIDL_ConvolutionLayer, 64, 13, 13, 4, 13, 13, 64, ROW_L, 0, 0, 338, 338, 1, 1, 1,,,,,,,,, L2, DMA, 448, 448, 64, 28800, 0, 0, ,,,,,,,, MSMC, CPU, 448, 338, 4, 1792, 0, 3780, ,,,,,,,, MSMC, DMA, 192, 128, 4, 896, 0, 3400, ,,,,,,,, 
 121, TIDL_ConcatLayer, 6, 13, 13, 6, 13, 13, 6,  COL, 0, 0, 338, 338, 6, 0, 6,,,,,,,,, L2, DMA, 455, 455, 2, 1024, 0, 0, ,,,,,,,, MSMC, CPU, 448, 338, 6, 2688, 0, 0, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 122, TIDL_DetectionOutputLayer, 6, 52, 52, 1, 1405, 1, 6,  COL, 0, 0, 5408, 5408, 3, 0, 3,,,,,,,,, L2, DMA, 5460, 5460, 4, 21888, 0, 0, L2, CPU, 0, 2810, 4, 0, 0, 0, MSMC, CPU, 5696, 5620, 1, 5760, 0, a80, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 123, TIDL_OdOutputReformatLayer, 1, 1405, 1, 1, 5, 200, 1,  COL, 0, 0, 2810, 2810, 1, 0, 1,,,,,,,,, L2, DMA, 2810, 2810, 1, 2816, 0, 0, MSMC, CPU, 2000, 2000, 2, 4096, 0, 2100, DDR, DMA, 4000, 4000, 1, 5120, 0, 0, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 125, TIDL_DataLayer, 1, 5, 200, 0, 0, 0, 1, FRAME, 0, 0, 1000, 1000, 1, 0, 1,,,,,,,,, L2, DMA, 0, 1000, 1, 0, 0, 0, ,,,,,,,, DDR, CPU, 173056, 0, 0, 520192, 0, 0, ,,,,,,,, MSMC, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 124, TIDL_OdOutputReformatLayer, 1, 1405, 1, 1, 200, 1, 1,  COL, 0, 0, 2810, 2810, 1, 0, 1,,,,,,,,, L2, DMA, 2810, 2810, 1, 2816, 0, 0, MSMC, CPU, 400, 400, 2, 896, 0, 0, DDR, DMA, 800, 800, 1, 1920, 0, 0, ,,,,,,,, MSMC, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 126, TIDL_DataLayer, 1, 200, 1, 0, 0, 0, 1, FRAME, 0, 0, 200, 200, 1, 0, 1,,,,,,,,, L2, DMA, 0, 200, 1, 0, 0, 0, ,,,,,,,, DDR, CPU, 173056, 0, 0, 520192, 0, 0, ,,,,,,,, MSMC, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
