 lyrNum , LyrType,      Fr,      Fc,     Grp,   strdX,   strdY,multiCoreMode,    Pool,  pooKer, pooStrd,enableBias,      Ni,      No,     InW,     InH,    outW,    outH,procTime(us),LayerCycles,kernelOnlyCycles,coreLoopCycles,LayerSetupCycles,dmaPipeupCycles,   IOcyles,inVol(KB),outVol(KB),wtVol(KB), srcMem-IN, dstMem-IN,srcMem-OUT,dstMem-OUT, srcMem-WT, dstMem-WT,MSMCBW-R(M),MSMCBW-W(M),DDRBW-R(M),DDRBW-W(M),dataFlow,utilization,
      11,TIDL_ConvolutionLayer,       3,       3,       1,       2,       2,       0,       0,       0,       1,         1,      32,      64,     104,     104,      52,      52,  378.18,378184.33,361253.21,361303.21, 7100.00, 9781.11, 9902.00,338.00,169.00, 18.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.35,    0.21,    0.00,    0.00,       1,   80.53,
      13,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      32,      52,      52,      52,      52,   34.41,34411.92,20929.70,20979.70, 7100.00, 6332.22, 2596.67,169.00, 84.50,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.10,    0.00,    0.00,       1,   29.98,
      12,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      32,      52,      52,      52,      52,   34.41,34411.92,20929.70,20979.70, 7100.00, 6332.22, 2596.67,169.00, 84.50,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.10,    0.00,    0.00,       1,   29.98,
      14,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,   23.02,23022.08,10464.30,10514.30, 7100.00, 5407.78,    0.00, 84.50, 84.50,  1.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.10,    0.00,    0.00,       1,   22.67,
      15,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,  103.88,103876.15,90251.70,90301.70, 7100.00, 6474.44,    0.00, 84.50, 84.50,  9.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.11,    0.00,    0.00,       1,   73.56,
      16,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,      64,      32,      52,      52,      52,      52,   14.47,14471.33, 3784.40, 3913.56, 7000.00, 3557.78, 3863.56,169.00, 84.50,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.09,    0.00,    0.00,       2,    0.24,
      17,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,   23.02,23022.08,10464.30,10514.30, 7100.00, 5407.78,    0.00, 84.50, 84.50,  1.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.10,    0.00,    0.00,       1,   22.67,
      18,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,  103.88,103876.15,90251.70,90301.70, 7100.00, 6474.44,    0.00, 84.50, 84.50,  9.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.11,    0.00,    0.00,       1,   73.56,
      19,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,      64,      32,      52,      52,      52,      52,   14.47,14471.33, 3784.40, 3913.56, 7000.00, 3557.78, 3863.56,169.00, 84.50,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.09,    0.00,    0.00,       2,    0.24,
      20,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,   23.02,23022.08,10464.30,10514.30, 7100.00, 5407.78,    0.00, 84.50, 84.50,  1.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.10,    0.00,    0.00,       1,   22.67,
      21,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      32,      32,      52,      52,      52,      52,  103.88,103876.15,90251.70,90301.70, 7100.00, 6474.44,    0.00, 84.50, 84.50,  9.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.11,    0.00,    0.00,       1,   73.56,
      22,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,      64,      32,      52,      52,      52,      52,   14.47,14471.33, 3784.40, 3913.56, 7000.00, 3557.78, 3863.56,169.00, 84.50,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.09,    0.00,    0.00,       2,    0.24,
      23,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,      64,      64,      52,      52,      52,      52,   21.27,21266.58, 6908.80, 6958.80,11000.00, 3307.78, 3613.56,169.00,169.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.17,    0.00,    0.00,       2,    0.48,
      24,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      52,      52,      52,      52,   56.04,56037.42,40955.20,41005.20, 7100.00, 7932.22, 2596.67,169.00,169.00,  4.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.20,    0.00,    0.00,       1,   58.58,
      25,TIDL_ConvolutionLayer,       3,       3,       1,       2,       2,       0,       0,       0,       1,         1,      64,     128,      52,      52,      26,      26,  399.51,399508.11,372977.00,373027.00, 7100.00,19381.11, 2909.56,169.00, 84.50, 72.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.20,    0.00,    0.00,       1,   72.06,
      27,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,      64,      26,      26,      26,      26,   35.94,35943.82,21181.60,21231.60, 7100.00, 7612.22,    0.00, 84.50, 42.25,  8.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.07,    0.00,    0.00,       1,   40.10,
      26,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,      64,      26,      26,      26,      26,   35.94,35943.82,21181.60,21231.60, 7100.00, 7612.22,    0.00, 84.50, 42.25,  8.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.07,    0.00,    0.00,       1,   40.10,
      28,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,   23.52,23520.34,10855.90,10905.90, 7100.00, 5514.44,    0.00, 42.25, 42.25,  4.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.07,    0.00,    0.00,       1,   27.79,
      29,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,  110.39,110390.42,93459.30,93509.30, 7100.00, 9781.11,    0.00, 42.25, 42.25, 36.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   64.71,
      30,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      26,      26,      26,      26,   11.34,11335.33, 2132.20, 2270.89, 7000.00, 2064.44, 2220.89, 84.50, 42.25,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.04,    0.00,    0.00,       2,    0.18,
      31,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,   23.52,23520.34,10855.90,10905.90, 7100.00, 5514.44,    0.00, 42.25, 42.25,  4.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.07,    0.00,    0.00,       1,   27.79,
      32,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,  110.39,110390.42,93459.30,93509.30, 7100.00, 9781.11,    0.00, 42.25, 42.25, 36.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   64.71,
      33,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      26,      26,      26,      26,   11.34,11335.33, 2132.20, 2270.89, 7000.00, 2064.44, 2220.89, 84.50, 42.25,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.04,    0.00,    0.00,       2,    0.18,
      34,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,   23.52,23520.34,10855.90,10905.90, 7100.00, 5514.44,    0.00, 42.25, 42.25,  4.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.07,    0.00,    0.00,       1,   27.79,
      35,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,  110.39,110390.42,93459.30,93509.30, 7100.00, 9781.11,    0.00, 42.25, 42.25, 36.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   64.71,
      36,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      26,      26,      26,      26,   11.34,11335.33, 2132.20, 2270.89, 7000.00, 2064.44, 2220.89, 84.50, 42.25,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.04,    0.00,    0.00,       2,    0.18,
      37,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,     128,      26,      26,      26,      26,   16.47,16468.84, 3604.40, 3654.40,11000.00, 1814.44, 1970.89, 84.50, 84.50,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.09,    0.00,    0.00,       2,    0.36,
      38,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,     128,      26,      26,      26,      26,   60.41,60406.66,41911.10,41961.10, 7100.00,11345.56,    0.00, 84.50, 84.50, 16.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.14,    0.00,    0.00,       1,   53.43,
      39,TIDL_ConvolutionLayer,       3,       3,       1,       2,       2,       0,       0,       0,       1,         1,     128,     256,      26,      26,      13,      13,  466.39,466390.46,406294.91,406344.91, 7100.00,52945.55,    0.00, 84.50, 42.25,289.50,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.42,    0.00,    0.00,       1,   49.96,
      40,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,     128,      13,      13,      13,      13,   42.35,42345.17,23138.50,23188.50, 7100.00,12056.67,    0.00, 42.25, 21.12, 32.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   31.84,
      41,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      44,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      47,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      49,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      51,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      52,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      42,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      45,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      48,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      50,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      43,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      46,TIDL_PoolingLayer,       3,       3,       1,       1,       1,       0,       0,       3,       1,         0,     128,     128,      13,      13,      13,      13,    9.14, 9138.63, 2485.30, 2535.30, 5500.00, 1103.33,    0.00, 21.25, 21.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.02,    0.00,    0.00,       2,    1.13,
      53,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     512,     512,      13,      13,      13,      13,   27.06,27057.73, 3904.40, 3954.40,22000.00, 1103.33, 3566.00, 84.50, 84.50,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.09,    0.00,    0.00,       2,    0.36,
      54,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     512,     256,      13,      13,      13,      13,  129.93,129927.56,90880.90,90930.90, 7100.00,31896.67,    0.00, 84.50, 42.25,129.50,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.26,    0.00,    0.00,       1,   44.07,
      55,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,     128,      13,      13,      13,      13,   42.35,42345.17,23138.50,23188.50, 7100.00,12056.67,    0.00, 42.25, 21.12, 32.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   31.84,
      57,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,     128,      13,      13,      13,      13,   28.09,28094.50,11874.50,11924.50, 7100.00, 9070.00,    0.00, 21.12, 21.12, 16.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.08,    0.00,    0.00,       1,   23.20,
      58,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,     128,     128,      13,      13,      13,      13,  115.02,115023.17,101986.50,102036.50, 6300.00, 6686.67,    0.00, 21.12, 21.12,144.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.02,    0.06,    0.00,    0.00,       1,   44.89,
      56,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,     128,      13,      13,      13,      13,   42.35,42345.17,23138.50,23188.50, 7100.00,12056.67,    0.00, 42.25, 21.12, 32.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   31.84,
      59,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     256,     256,      13,      13,      13,      13,   14.11,14105.53, 1952.20, 2002.20,11000.00, 1103.33, 1188.67, 42.25, 48.75,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.04,    0.00,    0.00,       2,    0.23,
      60,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,     256,      13,      13,      13,      13,   74.63,74631.57,45824.90,45874.90, 7100.00,21656.67,    0.00, 48.75, 48.75, 65.50,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.19,    0.00,    0.00,       1,   38.89,
      61,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,     128,      13,      13,      13,      13,   42.35,42345.17,23138.50,23188.50, 7100.00,12056.67,    0.00, 48.75, 24.38, 32.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   30.94,
      62,TIDL_ResizeLayer,       3,       3,       1,       2,       2,       0,       0,       0,       1,         0,     128,     128,      13,      13,      26,      26,   15.94,15935.08, 8997.30, 9047.30, 5500.00, 1387.78,    0.00, 24.38, 91.12,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.03,    0.09,    0.00,    0.00,       2,    0.34,
      63,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     256,     256,      26,      26,      26,      26,   21.34,21337.69, 6908.80, 6958.80,11000.00, 3378.89, 3691.78,182.00,169.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.18,    0.17,    0.00,    0.00,       2,    0.45,
      64,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,      64,      26,      26,      26,      26,   59.05,59045.42,42363.20,42413.20, 7100.00, 9532.22, 3378.89,169.00, 42.25, 16.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.20,    0.08,    0.00,    0.00,       1,   51.59,
      66,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,   23.52,23520.34,10855.90,10905.90, 7100.00, 5514.44,    0.00, 42.25, 42.25,  4.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.07,    0.00,    0.00,       1,   27.79,
      67,TIDL_ConvolutionLayer,       3,       3,       1,       1,       1,       0,       0,       0,       1,         1,      64,      64,      26,      26,      26,      26,  110.39,110390.42,93459.30,93509.30, 7100.00, 9781.11,    0.00, 42.25, 42.25, 36.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.10,    0.00,    0.00,       1,   64.71,
      65,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     256,      64,      26,      26,      26,      26,   59.05,59045.42,42363.20,42413.20, 7100.00, 9532.22, 3378.89,169.00, 42.25, 16.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.20,    0.08,    0.00,    0.00,       1,   51.59,
      68,TIDL_ConcatLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,     128,      26,      26,      26,      26,   16.47,16468.84, 3604.40, 3654.40,11000.00, 1814.44, 1970.89, 84.50, 91.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.09,    0.00,    0.00,       2,    0.34,
      69,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,     128,      26,      26,      26,      26,   60.41,60406.66,41911.10,41961.10, 7100.00,11345.56,    0.00, 91.00, 91.00, 16.75,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.14,    0.00,    0.00,       1,   53.43,
      70,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     128,      64,      26,      26,      26,      26,   35.94,35943.82,21181.60,21231.60, 7100.00, 7612.22,    0.00, 91.00, 45.50,  8.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.09,    0.07,    0.00,    0.00,       1,   37.47,
      71,TIDL_ResizeLayer,       3,       3,       1,       2,       2,       0,       0,       0,       1,         0,      64,      64,      26,      26,      52,      52,   15.94,15940.77, 8434.10, 8484.10, 5500.00, 1956.67,    0.00, 45.50,175.62,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.05,    0.17,    0.00,    0.00,       2,    0.46,
